100,0000000000E+0	36,6288682841E-3	50,1110891317E-3
100,2000000000E+0	32,8288935291E-3	-32,1410028617E-3
100,4000000000E+0	14,4495419406E-3	-1,3061026665E-3
100,6000000000E+0	20,2828876945E-3	1,0792793680E-3
100,8000000000E+0	16,2373645615E-3	-9,7736017340E-3
101,0000000000E+0	16,3715729373E-3	3,8943980151E-3
101,2000000000E+0	21,7396584162E-3	-6,0511323732E-3
101,4000000000E+0	13,2186705782E-3	-3,8236359369E-3
101,6000000000E+0	23,5823565743E-3	-3,3101371863E-3
101,8000000000E+0	8,6555340358E-3	-10,9626405594E-3
102,0000000000E+0	13,3118673192E-3	3,4708284595E-3
102,2000000000E+0	19,1709952436E-3	2,3063956384E-3
102,4000000000E+0	21,4497388791E-3	-8,4535436991E-3
102,6000000000E+0	9,2377392615E-3	587,3937172416E-6
102,8000000000E+0	29,3549442063E-3	715,9659981497E-6
103,0000000000E+0	16,8532611633E-3	-12,0276460417E-3
103,2000000000E+0	14,1068425968E-3	345,3032142225E-6
103,4000000000E+0	23,9264344534E-3	-3,3997173431E-3
103,6000000000E+0	18,8122695781E-3	-5,6279039917E-3
103,8000000000E+0	20,3676162411E-3	-5,9197821567E-3
104,0000000000E+0	15,5401987015E-3	-7,1094465305E-3
104,2000000000E+0	15,2537737246E-3	2,2579983770E-3
104,4000000000E+0	27,6910487697E-3	-9,6940406927E-3
104,6000000000E+0	4,3714531304E-3	-1,8688372862E-3
104,8000000000E+0	25,8111556736E-3	464,4348377727E-6
105,0000000000E+0	19,4795468591E-3	-5,3957823925E-3
105,2000000000E+0	13,6266463428E-3	-6,0234808813E-3
105,4000000000E+0	18,3324750104E-3	3,5200304754E-3
105,6000000000E+0	30,0711925334E-3	-6,0746940180E-3
105,8000000000E+0	11,8169386613E-3	-12,0783829125E-3
106,0000000000E+0	18,0164821794E-3	1,0079593756E-3
106,2000000000E+0	27,4983726058E-3	-8,9893690754E-3
106,4000000000E+0	8,3262813088E-3	-10,1490218651E-3
106,6000000000E+0	24,1357898183E-3	869,6176761407E-6
106,8000000000E+0	11,9094590070E-3	-11,6615521227E-3
107,0000000000E+0	19,6757515270E-3	5,3307632811E-3
107,2000000000E+0	22,7970944556E-3	-10,1029705730E-3
107,4000000000E+0	15,6377628002E-3	-563,8854198645E-6
107,6000000000E+0	23,9167684144E-3	-9,9822299201E-3
107,8000000000E+0	12,8734229888E-3	-7,5864396246E-3
108,0000000000E+0	15,5502964364E-3	-3,0206278511E-3
108,2000000000E+0	16,0837397769E-3	-2,8094130065E-3
108,4000000000E+0	17,5588427509E-3	-2,4878745026E-3
108,6000000000E+0	23,5181586487E-3	61,9794162860E-6
108,8000000000E+0	16,7522050583E-3	-7,8498296984E-3
109,0000000000E+0	19,6166873535E-3	-913,8555197439E-6
109,2000000000E+0	24,4116740021E-3	-2,4633435336E-3
109,4000000000E+0	15,0537208971E-3	-8,0321480047E-3
109,6000000000E+0	22,4276514821E-3	2,5008386853E-3
109,8000000000E+0	16,6084175455E-3	-9,4878863367E-3
110,0000000000E+0	22,8244207561E-3	10,4767901797E-3
110,2000000000E+0	28,0356908549E-3	-10,2630966150E-3
110,4000000000E+0	22,6558465389E-3	-6,5271624050E-3
110,6000000000E+0	19,7161450521E-3	-7,7242668216E-3
110,8000000000E+0	22,3846713907E-3	-3,6921264628E-3
111,0000000000E+0	18,7312603231E-3	-9,3992201431E-3
111,2000000000E+0	22,2740815899E-3	-2,0706211869E-3
111,4000000000E+0	20,3238708338E-3	-7,6597334210E-3
111,6000000000E+0	18,9471500679E-3	-1,1867663436E-3
111,8000000000E+0	25,1221803921E-3	-5,8302734999E-3
112,0000000000E+0	22,2222521604E-3	-5,1465262377E-3
112,2000000000E+0	11,7323892246E-3	-9,7220659701E-3
112,4000000000E+0	22,3483454015E-3	6,0719491333E-3
112,6000000000E+0	20,3114125010E-3	-1,5629881172E-3
112,8000000000E+0	26,9488180416E-3	-6,2550633532E-3
113,0000000000E+0	19,2903979361E-3	-2,9521518256E-3
113,2000000000E+0	23,1007549405E-3	-5,1973905627E-3
113,4000000000E+0	20,9307800263E-3	-3,5874016497E-3
113,6000000000E+0	25,4467317974E-3	-1,6573449299E-3
113,8000000000E+0	24,8626542131E-3	-9,7244379305E-3
114,0000000000E+0	18,3465773005E-3	-2,9569674719E-3
114,2000000000E+0	20,7175643780E-3	-3,0413415327E-3
114,4000000000E+0	27,6277279751E-3	1,2425019940E-3
114,6000000000E+0	17,5486454902E-3	-7,9608551385E-3
114,8000000000E+0	30,0665526758E-3	7,2161359223E-3
115,0000000000E+0	26,5138747666E-3	-9,5031208737E-3
115,2000000000E+0	26,1186764630E-3	-7,1089233544E-3
115,4000000000E+0	22,9543419122E-3	722,2005270547E-6
115,6000000000E+0	27,0055028348E-3	-13,5538039800E-3
115,8000000000E+0	22,2330426070E-3	1,4673731073E-3
116,0000000000E+0	23,2598589170E-3	-9,6493794323E-3
116,2000000000E+0	21,7262164408E-3	-1,5714284602E-3
116,4000000000E+0	24,7597265274E-3	3,1539396375E-3
116,6000000000E+0	32,6233262371E-3	-9,3427133765E-3
116,8000000000E+0	20,9258843695E-3	-5,3061006352E-3
117,0000000000E+0	23,4837205349E-3	-4,4644680940E-3
117,2000000000E+0	28,5510948021E-3	-4,5294991000E-3
117,4000000000E+0	16,7238602272E-3	-7,4119795746E-3
117,6000000000E+0	28,8563912512E-3	3,2260283650E-3
117,8000000000E+0	24,0445181539E-3	-13,5431071466E-3
118,0000000000E+0	16,8306711394E-3	5,4620453533E-3
118,2000000000E+0	33,6319292775E-3	-804,5571687599E-6
118,4000000000E+0	25,4568646231E-3	-8,0869552782E-3
118,6000000000E+0	28,9239164165E-3	726,5916071791E-6
118,8000000000E+0	25,0915855881E-3	-13,2396080185E-3
119,0000000000E+0	20,5384963663E-3	-2,8201180792E-3
119,2000000000E+0	17,3105377672E-3	301,0406589436E-6
119,4000000000E+0	33,6312825206E-3	2,1130660684E-3
119,6000000000E+0	16,4721039776E-3	-6,7058879808E-3
119,8000000000E+0	38,7838005929E-3	1,6494568752E-3
120,0000000000E+0	13,5940828142E-3	-13,8893158381E-3
120,2000000000E+0	28,2588659771E-3	253,4834814046E-6
120,4000000000E+0	20,4828208500E-3	-6,7421864113E-3
120,6000000000E+0	22,6466471412E-3	2,1399117628E-3
120,8000000000E+0	30,4119720249E-3	-9,0101136575E-3
121,0000000000E+0	17,2478497952E-3	1,8514113139E-3
121,2000000000E+0	32,3079214183E-3	-10,0028060851E-3
121,4000000000E+0	12,1278244825E-3	2,0058851538E-3
121,6000000000E+0	32,6332555744E-3	-282,9659577473E-6
121,8000000000E+0	23,5154847885E-3	-7,0105889650E-3
122,0000000000E+0	18,9880957142E-3	-4,6384303531E-3
122,2000000000E+0	22,2049326339E-3	1,9654152642E-3
122,4000000000E+0	26,4918057628E-3	-1,6185363433E-3
122,6000000000E+0	21,7047793456E-3	-4,8477973093E-3
122,8000000000E+0	27,0965845760E-3	5,1805096368E-3
123,0000000000E+0	26,7718011550E-3	-10,1188649992E-3
123,2000000000E+0	23,5536529391E-3	2,3411612457E-3
123,4000000000E+0	25,6251635953E-3	-6,9174885443E-3
123,6000000000E+0	24,6401390489E-3	1,7676605015E-3
123,8000000000E+0	28,8410735654E-3	-7,6539804017E-3
124,0000000000E+0	22,6280404409E-3	2,2484826569E-3
124,2000000000E+0	34,9188261834E-3	-13,0720714239E-3
124,4000000000E+0	20,1042470829E-3	-1,8239835571E-3
124,6000000000E+0	27,7507611277E-3	-9,1701057753E-3
124,8000000000E+0	26,4568311544E-3	-4,3957885656E-3
125,0000000000E+0	25,4261286880E-3	-6,8720743889E-3
125,2000000000E+0	22,1467507272E-3	-7,0249567667E-3
125,4000000000E+0	33,9189104961E-3	-1,0994887798E-3
125,6000000000E+0	11,8632534492E-3	-20,3655265759E-3
125,8000000000E+0	27,3109538286E-3	19,1113344650E-3
126,0000000000E+0	39,3095419060E-3	-20,8055606542E-3
126,2000000000E+0	10,1434522613E-3	-4,2978001984E-3
126,4000000000E+0	35,4559668476E-3	7,2879650174E-3
126,6000000000E+0	30,4539064304E-3	-17,4225036628E-3
126,8000000000E+0	19,6903845772E-3	2,5633253945E-3
127,0000000000E+0	28,3604527311E-3	-1,3323143409E-3
127,2000000000E+0	40,3075328542E-3	92,9397214802E-6
127,4000000000E+0	20,0898802766E-3	-18,4321446126E-3
127,6000000000E+0	27,5064487700E-3	7,2342055107E-3
127,8000000000E+0	31,8322361964E-3	-8,9716973693E-3
128,0000000000E+0	21,5529875318E-3	-7,3992570944E-3
128,2000000000E+0	29,2867064854E-3	9,4276145743E-3
128,4000000000E+0	42,4690057059E-3	-15,0550637013E-3
128,6000000000E+0	12,2372299455E-3	-16,1702410738E-3
128,8000000000E+0	27,1392611231E-3	15,2919259286E-3
129,0000000000E+0	38,7338499580E-3	-22,0911622708E-3
129,2000000000E+0	12,3435636050E-3	3,6757499411E-3
129,4000000000E+0	38,3277455824E-3	-120,0607272813E-6
129,6000000000E+0	28,8379451894E-3	-12,3658371684E-3
129,8000000000E+0	25,2067044098E-3	3,8912680415E-3
130,0000000000E+0	32,0445991045E-3	-11,2717319010E-3
130,2000000000E+0	26,1774542928E-3	4,0131980580E-3
130,4000000000E+0	37,2033530213E-3	-9,8722414423E-3
130,6000000000E+0	26,0961549514E-3	-4,5008388495E-3
130,8000000000E+0	36,4517123107E-3	-5,9283439773E-3
131,0000000000E+0	25,1489839701E-3	-18,3751215177E-3
131,2000000000E+0	20,6287883834E-3	10,2045688577E-3
131,4000000000E+0	42,4188520331E-3	-10,6710600181E-3
131,6000000000E+0	24,7606923995E-3	543,1386763080E-6
131,8000000000E+0	46,6724782671E-3	-9,6068727739E-3
132,0000000000E+0	17,3938496963E-3	-24,2698616456E-3
132,2000000000E+0	22,1447975598E-3	16,4447559071E-3
132,4000000000E+0	41,8738837704E-3	-15,5232137179E-3
